Unnamed: 0,Región,Comuna,Tipo Remoción en masa,Factor desencadenante,Fecha Evento,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m),Valor
511,Los Ríos,Corral,Deslizamiento. Flujo,Precipitaciones,08/09/2017,-73.564129,-39.929873,WGS 84- UTM 18 S,-,1
512,Los Ríos,Río Bueno,Deslizamiento,Precipitaciones,22/08/2017,-72.960902,-40.340942,WGS 84- UTM 18 S,-,1
513,Los Ríos,Valdivia,Deslizamiento. Flujo,Precipitaciones,06/08/2018,-73.092488,-39.808533,WGS 84- UTM 18 S,-,1
514,Los Ríos,Valdivia,Caída,Precipitaciones,15/08/2018,-73.399732,-39.875162,WGS 84- UTM 18 S,-,1
515,Los Ríos,Corral,Deslizamiento,Precipitaciones,18/12/2019,-73.427078,-39.872788,WGS 84- UTM 18 S,-,1
516,Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.793458,-39.43657,WGS 84- UTM 18 S,-,1
517,Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.793434,-39.435789,WGS 84- UTM 18 S,-,1
518,Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.792748,-39.435065,WGS 84- UTM 18 S,-,1
519,Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.791887,-39.433701,WGS 84- UTM 18 S,-,1
520,Los Ríos,Lanco,Deslizamiento,Precipitaciones,21/07/2019,-72.790567,-39.432601,WGS 84- UTM 18 S,-,1
521,Los Ríos,San ignacio,Deslizamiento,Precipitaciones,17/06/2020,-73.399506,-39.839599,WGS 84- UTM 18 S,-,1
522,Los Ríos,Niebla,Deslizamiento,Precipitaciones,30/06/2020,-73.393673,-39.873258,WGS 84- UTM 18 S,-,1
523,Los Ríos,Niebla,Deslizamiento,Precipitaciones,30/06/2020,-73.400673,-39.838678,WGS 84- UTM 18 S,-,1
524,Los Ríos,Quiman,Deslizamiento. Flujo,Precipitaciones,11/07/2020,-72.328006,-40.123587,WGS 84- UTM 18 S,-,1
525,Los Ríos,Niebla,Deslizamiento,Precipitaciones,31/05/2021,-73.399314,-39.873053,WGS 84- UTM 18 S,-,1
526,Los Ríos,Niebla,Deslizamiento,Precipitaciones,21/05/2021,-73.364963,-39.863587,WGS 84- UTM 18 S,-,1
527,Los Ríos,Niebla,Deslizamiento,Precipitaciones,02/06/2021,-73.349661,-39.859613,WGS 84- UTM 18 S,-,1
528,Los Ríos,Panguipulli,Deslizamiento. Flujo,Precipitaciones,31/05/2021,-72.05264,-39.585103,WGS 84- UTM 18 S,-,1
529,Araucanía,Curarrehue,Deslizamiento,Precipitaciones,26/06/2018,-71.462072,-39.309911,WGS 84- UTM 19 S,-,1
530,Araucanía,Curarrehue,Deslizamiento,Precipitaciones,26/06/2018,-71.462671,-39.310132,WGS 84- UTM 19 S,-,1
531,Araucanía,Curarrehue,Deslizamiento,Precipitaciones,26/06/2018,-71.462191,-39.309989,WGS 84- UTM 19 S,,1
532,Los Ríos,Mehuin,Deslizamiento,Precipitaciones,15/09/2023,-73.214316,-39.214316,WGS 84- UTM 18 S,,1
533,Araucanía,Curarrehue,Flujo,Precipitaciones,28/05/2005,-71.5898,-39.3599,WGS 84/ UTM 19 S,424,1
534,Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.401,-38.8161,WGS 84/ UTM 18 S,80,1
535,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.6324,-38.7709,WGS 84/ UTM 18 S,102,1
536,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.6324,-38.7709,WGS 84/ UTM 18 S,102,1
537,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.5643,-38.7725,WGS 84/ UTM 18 S,135,1
538,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.5643,-38.7725,WGS 84/ UTM 18 S,135,1
539,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.5545,-38.7663,WGS 84/ UTM 18 S,141,1
540,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.5545,-38.7663,WGS 84/ UTM 18 S,141,1
541,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.553,-38.7652,WGS 84/ UTM 18 S,139,1
542,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.5509,-38.7638,WGS 84/ UTM 18 S,135,1
543,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.5509,-38.7638,WGS 84/ UTM 18 S,135,1
544,Araucanía,Collipulli,Deslizamiento,Precipitaciones,01/07/1970,-72.4374,-37.9639,WGS 84/ UTM 18 S,170,1
545,Araucanía,Collipulli,Deslizamiento,Precipitaciones,31/05/1971,-72.4374,-37.9639,WGS 84/ UTM 18 S,170,1
546,Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.2542,-40.1423,WGS 84/ UTM 18 S,-,1
547,Los Ríos,Futrono,Flujo,Precipitaciones,28/05/2005,-72.379,-40.1272,WGS 84/ UTM 18 S,-,1
548,Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.4868,-39.8973,WGS 84/ UTM 18 S,-,1
549,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/01/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60,1
550,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/05/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60,1
551,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/09/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60,1
552,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,12/04/2011,-72.8267,-39.857,WGS 84/ UTM 18 S,57,1
553,Los Ríos,Panguipulli,Deslizamiento,Precipitaciones,18/08/2008,-72.4942,-39.7452,WGS 84/ UTM 18 S,111,1
554,Los Ríos,Corral,Deslizamiento,Precipitaciones,19/05/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-,1
555,Los Ríos,Corral,Deslizamiento,Precipitaciones,25/06/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-,1
556,Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-,1
557,Los Ríos,La Unión,Deslizamiento,Precipitaciones,25/04/2014,-73.0849,-40.3106,WGS 84/ UTM 18 S,13,1
558,Los Lagos,Castro,Flujo,Precipitaciones,07/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-,1
559,Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-,1
560,Los Lagos,Chaitén,Deslizamiento,Precipitaciones,03/05/2002,-72.6983,-42.4087,WGS 84/ UTM 18 S,-,1
561,Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.7889,-40.7083,WGS 84/ UTM 18 S,6,1
562,Los Lagos,Osorno,Deslizamiento,Precipitaciones,22/08/2007,-73.6047,-40.575,WGS 84/ UTM 18 S,126,1
563,Los Lagos,Huilaihué,Deslizamiento,Precipitaciones,10/09/2007,-72.6482,-42.0099,WGS 84/ UTM 18 S,4,1
564,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.136,-41.7693,WGS 84/ UTM 18 S,-,1
565,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,19/05/2008,-73.1317,-41.7676,WGS 84/ UTM 18 S,-,1
566,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,20/05/2008,-73.1275,-41.7636,WGS 84/ UTM 18 S,-,1
567,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,21/05/2008,-73.1365,-41.7657,WGS 84/ UTM 18 S,-,1
568,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,19/04/2010,-72.9516,-41.4679,WGS 84/ UTM 18 S,56,1
569,Los Lagos,Chaitén,Deslizamiento,Precipitaciones,02/09/2011,-72.323,-43.3966,WGS 84/ UTM 18 S,-,1
570,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/05/2013,-72.8086,-41.4982,WGS 84/ UTM 18 S,30,1
571,Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.029,-41.1379,WGS 84/ UTM 18 S,62,1
572,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22,1
573,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22,1
574,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18,1
575,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18,1
576,Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84/ UTM 18 S,68,1
577,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.9766,-41.3213,WGS 84/ UTM 18 S,64,1
578,Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.4016,-41.1432,WGS 84/ UTM 18 S,264,1
579,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.9522,-41.4692,WGS 84/ UTM 18 S,59,1
580,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.8129,-41.4923,WGS 84/ UTM 18 S,29,1
581,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22,1
582,Los Lagos,Puerto Montt,Flujo,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22,1
583,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-73.0444,-41.5226,WGS 84/ UTM 18 S,-,1
584,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83,1
585,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83,1
586,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69,1
587,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69,1
588,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.14,-41.753,WGS 84/ UTM 18 S,67,1
589,Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.1294,-41.7633,WGS 84/ UTM 18 S,28,1
590,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1359,-41.7655,WGS 84/ UTM 18 S,16,1
591,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1361,-41.7658,WGS 84/ UTM 18 S,15,1
592,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.133,-41.7677,WGS 84/ UTM 18 S,20,1
593,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16,1
594,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16,1
595,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.5039,-42.1428,WGS 84/ UTM 18 S,112,1
596,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.7358,-40.592,WGS 84/ UTM 18 S,43,1
597,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,,1
598,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,,1
599,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8994,-41.484,WGS 84/ UTM 18 S,35,1
600,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,02/06/2015,-72.4135,-41.3659,SIRGAS/ UTM 19 S,1195,1
601,Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.4009,-38.8166,WGS 84/ UTM 18 S,42,1
602,Araucanía,Saavedra,Caída,Precipitaciones,15/07/2018,-73.401,-38.8161,WGS 84/ UTM 18 S,42,1
603,Araucanía,Saavedra,Caída,Precipitaciones,12/08/2019,-73.401,-38.8161,WGS 84/ UTM 18 S,42,1
604,Los Ríos,Valdivia,Caída,Precipitaciones,15/08/2018,-73.39973,-39.875162,WGS 84/ UTM 18 S,,1
605,Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,30/08/2011,-72.322984,-43.396627,WGS 84/ UTM 18 S,,1
606,Los Lagos,Valle Frío,Deslizamiento,Precipitaciones,30/08/2011,-72.322984,-43.396627,WGS 84/ UTM 18 S,,1
607,Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.02897,-41.137938,WGS 84/ UTM 18 S,,1
608,Los Lagos,Ensenada,"Deslizamient, Flujo",Precipitaciones,02/06/2015,-72.436558,-41.366184,WGS 84/ UTM 18 S,,1
609,Los Lagos,Bahia Mansa,Deslizamiento,Precipitaciones,19/07/2015,-73.735792,-40.592047,WGS 84/ UTM 18 S,,1
610,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,15/06/2017,-72.99319,-41.339999,WGS 84/ UTM 18 S,,1
611,Los Lagos,Osorno,Deslizamiento,Precipitaciones,15/06/2017,-73.106865,-40.568037,WGS 84/ UTM 18 S,,1
612,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.962965,-41.468275,WGS 84/ UTM 18 S,,1
613,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.952511,-41.466,WGS 84/ UTM 18 S,,1
614,Los Lagos,Castro,"Deslizamiento, Flujo",Precipitaciones,15/06/2017,-73.775917,-42.465589,WGS 84/ UTM 18 S,,1
615,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,,1
616,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,,1
617,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,26/06/2017,-73.478088,-42.144537,WGS 84/ UTM 18 S,,1
618,Los Lagos,Santa Lucía,"Deslizamiento, Flujo",Precipitaciones,16/12/2017,-72.425117,-43.362958,WGS 84/ UTM 18 S,,1
619,Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.372221,-43.383318,WGS 84/ UTM 18 S,,1
620,Los Lagos,Santa Lucía,Flujo,Precipitaciones,16/12/2017,-72.367722,-43.410245,WGS 84/ UTM 18 S,,1
621,Araucanía,Curarrehue,Flujo,Precipitaciones,28/05/2005,-71.591728,-39.3599,WGS 84/ UTM 19 S,424,1
622,Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.401,-38.8161,WGS 84/ UTM 18 S,80,1
623,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.632492,-38.770995,WGS 84/ UTM 18 S,102,1
624,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.632492,-38.770995,WGS 84/ UTM 18 S,102,1
625,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.563786,-38.772429,WGS 84/ UTM 18 S,135,1
626,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.563786,-38.772429,WGS 84/ UTM 18 S,135,1
627,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.554393,-38.766569,WGS 84/ UTM 18 S,141,1
628,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.554393,-38.766569,WGS 84/ UTM 18 S,139,1
629,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,01/06/2015,-72.551007,-38.764054,WGS 84/ UTM 18 S,135,1
630,Araucanía,Padre Las Casas,Deslizamiento,Precipitaciones,07/06/2015,-72.551007,-38.764054,WGS 84/ UTM 18 S,135,1
631,Araucanía,Collipulli,Deslizamiento,Precipitaciones,01/07/1970,-72.4374,-37.9639,WGS 84/ UTM 18 S,170,1
632,Araucanía,Collipulli,Deslizamiento,Precipitaciones,31/05/1971,-72.4374,-37.9639,WGS 84/ UTM 18 S,170,1
633,Los Ríos,Futrono,Flujo,Precipitaciones,28/08/2004,-72.241704,-40.179364,WGS 84/ UTM 18 S,-,1
634,Los Ríos,Futrono,Flujo,Precipitaciones,28/05/2005,-72.325337,-40.078596,WGS 84/ UTM 18 S,-,1
635,Los Ríos,Corral,"Deslizamiento, Flujo",Precipitaciones,03/07/2005,-73.56355,-39.929281,WGS 84/ UTM 18 S,-,1
636,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/01/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60,1
637,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/05/2009,-72.827056,-39.856709,WGS 84/ UTM 18 S,60,1
638,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,01/09/2009,-72.8271,-39.8567,WGS 84/ UTM 18 S,60,1
639,Los Ríos,Los lagos,Deslizamiento,Precipitaciones,12/04/2011,-72.826661,-39.857017,WGS 84/ UTM 18 S,57,1
640,Los Ríos,Panguipulli,Deslizamiento,Precipitaciones,18/08/2008,-72.494163,-39.745196,WGS 84/ UTM 18 S,111,1
641,Los Ríos,Corral,Deslizamiento,Precipitaciones,19/05/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-,1
642,Los Ríos,Corral,Deslizamiento,Precipitaciones,25/06/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-,1
643,Los Ríos,Corral,Deslizamiento,Precipitaciones,03/07/2005,-73.515,-39.9166,WGS 84/ UTM 18 S,-,1
644,Los Ríos,La Unión,Deslizamiento,Precipitaciones,25/04/2014,-73.0849,-40.3106,WGS 84/ UTM 18 S,13,1
645,Los Lagos,Castro,Flujo,Precipitaciones,07/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-,1
646,Los Lagos,Castro,Flujo,Precipitaciones,09/03/2001,-73.7855,-42.4686,WGS 84/ UTM 18 S,-,1
647,Los Lagos,Chaitén,Deslizamiento,Precipitaciones,03/05/2002,-72.6983,-42.4087,WGS 84/ UTM 18 S,-,1
648,Los Lagos,Río Negro,Deslizamiento,Precipitaciones,09/08/2002,-73.7889,-40.7083,WGS 84/ UTM 18 S,6,1
649,Los Lagos,Osorno,Deslizamiento,Precipitaciones,22/08/2007,-73.6047,-40.575,WGS 84/ UTM 18 S,126,1
650,Los Lagos,Huilaihué,Deslizamiento,Precipitaciones,10/09/2007,-72.6482,-42.0099,WGS 84/ UTM 18 S,4,1
651,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.136,-41.7693,WGS 84/ UTM 18 S,-,1
652,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,19/05/2008,-73.1317,-41.7676,WGS 84/ UTM 18 S,-,1
653,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,20/05/2008,-73.1275,-41.7636,WGS 84/ UTM 18 S,-,1
654,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,21/05/2008,-73.1365,-41.7657,WGS 84/ UTM 18 S,-,1
655,Araucanía,Saavedra,Caída,Precipitaciones,02/11/2012,-73.4009,-38.8166,WGS 84/ UTM 18 S,42,1
656,Araucanía,Saavedra,Caída,Precipitaciones,15/07/2018,-73.401095,-38.815435,WGS 84/ UTM 18 S,42,1
657,Araucanía,Saavedra,Caída,Precipitaciones,12/08/2019,-73.400808,-38.816443,WGS 84/ UTM 18 S,42,1
658,Araucanía,Queule,Deslizamiento,Precipitaciones,05/08/2018,-73.207138,-39.397767,WGS 84/ UTM 18 S,-,1
659,Araucanía,Queule,Deslizamiento,Precipitaciones,28/06/2018,-73.208769,-39.401648,WGS 84/ UTM 18 S,-,1
660,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,-,1
661,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84/ UTM 18 S,-,1
662,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.962965,-41.468275,WGS 84/ UTM 18 S,-,1
663,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.952511,-41.466,WGS 84/ UTM 18 S,-,1
664,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,19/04/2010,-72.9516,-41.4679,WGS 84/ UTM 18 S,56,1
665,Los Lagos,Chaitén,Deslizamiento,Precipitaciones,02/09/2011,-72.323,-43.3966,WGS 84/ UTM 18 S,-,1
666,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/05/2013,-72.8086,-41.4982,WGS 84/ UTM 18 S,30,1
667,Los Lagos,Frutillar,Flujo,Precipitaciones,02/06/2014,-73.029,-41.1379,WGS 84/ UTM 18 S,62,1
668,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22,1
669,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7177,-40.5453,WGS 84/ UTM 18 S,22,1
670,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,01/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18,1
671,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,02/06/2014,-73.7447,-40.6048,WGS 84/ UTM 18 S,18,1
672,Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84/ UTM 18 S,68,1
673,Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,08/05/2013,-72.9766,-41.3213,WGS 84/ UTM 18 S,64,1
674,Los Lagos,Puerto Varas,Flujo,Precipitaciones,02/07/2013,-72.4016,-41.1432,WGS 84/ UTM 18 S,264,1
675,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.9522,-41.4692,WGS 84/ UTM 18 S,59,1
676,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.8129,-41.4923,WGS 84/ UTM 18 S,29,1
677,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22,1
678,Los Lagos,Puerto Montt,Flujo,Precipitaciones,04/06/2014,-72.9988,-41.5076,WGS 84/ UTM 18 S,22,1
679,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-73.0444,-41.5226,WGS 84/ UTM 18 S,-,1
680,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83,1
681,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.963,-41.4811,WGS 84/ UTM 18 S,83,1
682,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69,1
683,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9521,-41.4678,WGS 84/ UTM 18 S,69,1
684,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.14,-41.753,WGS 84/ UTM 18 S,67,1
685,Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.1294,-41.7633,WGS 84/ UTM 18 S,28,1
686,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1359,-41.7655,WGS 84/ UTM 18 S,16,1
687,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.1361,-41.7658,WGS 84/ UTM 18 S,15,1
688,Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.133,-41.7677,WGS 84/ UTM 18 S,20,1
689,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16,1
690,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.0475,-41.527,WGS 84/ UTM 18 S,16,1
691,Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.5039,-42.1428,WGS 84/ UTM 18 S,112,1
692,Los Lagos,San Juan de la Costa,Deslizamiento,Precipitaciones,19/07/2015,-73.7358,-40.592,WGS 84/ UTM 18 S,43,1
693,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,,1
694,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,,1
695,Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8994,-41.484,WGS 84/ UTM 18 S,35,1
696,Los Lagos,Localidad de Guapi-Quilan,Deslizamiento,Precipitaciones,25/12/2016,-74.2937289,-43.3225986,WGS 84/ UTM 18 S,-,1
697,Los Lagos,Localidad Inio,Deslizamiento,Precipitaciones,25/12/2016,-74.1314642,-43.35946243,WGS 84/ UTM 18 S,-,1
698,Los Lagos,sector Rahue La Montaña,Deslizamiento,Precipitaciones,23/08/2017,-74.1280648,-42.70960244,WGS 84/ UTM 18 S,-,1
699,Los Lagos,ruta Chanquin a Huentemó,Deslizamiento,Precipitaciones,28/07/2017,-74.1221986,-42.59022502,WGS 84/ UTM 18 S,-,1
700,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.1168933,-42.65260205,WGS 84/ UTM 18 S,-,1
701,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.078693,-42.64363784,WGS 84/ UTM 18 S,-,1
702,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0363473,-42.66138156,WGS 84/ UTM 18 S,-,1
703,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-74.0129503,-42.66485658,WGS 84/ UTM 18 S,-,1
704,Los Lagos,sector Puente Caldera,Deslizamiento,Precipitaciones,07/06/2017,-74.0122174,-42.6649043,WGS 84/ UTM 18 S,-,1
705,Los Lagos,camino a Cucao,Deslizamiento,Precipitaciones,08/05/2017,-74.0037725,-42.66572271,WGS 84/ UTM 18 S,-,1
706,Los Lagos,ruta Huillinco-Cucao,Deslizamiento,Precipitaciones,25/12/2016,-73.9971545,-42.66825854,WGS 84/ UTM 18 S,-,1
707,Los Lagos,Ancud,Deslizamiento,Precipitaciones,04/05/2002,-73.9255,-42.0363,WGS 84/ UTM 18 S,,1
708,Los Lagos,camino Notuco-Huillinco,Deslizamiento,Precipitaciones,22/06/2012,-73.8812419,-42.66597831,WGS 84/ UTM 18 S,-,1
709,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,29/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,,1
710,Los Lagos,Los Muermos,Deslizamiento,Precipitaciones,31/08/2015,-73.8351,-41.395,WGS 84/ UTM 18 S,,1
