Región,Comuna,Tipo Remoción en masa,Factor desencadenante,Fecha Evento,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m)
Los Lagos,Queilen,Deslizamiento,Precipitaciones,23/08/2017,-73.4777678,-42.88842858,WGS 84- UTM 18 S,-
Los Lagos,Aucar,Deslizamiento,Precipitaciones,27/07/2014,-73.4768916,-42.1737364,WGS 84- UTM 18 S,-
Los Lagos,Quemchi,Deslizamiento,Precipitaciones,09/06/2020,-73.473176,-42.136143,WGS 84- UTM 18 S,-
Los Lagos,camino a la Puntilla,Deslizamiento,Precipitaciones,08/08/2017,-73.4715126,-42.89228942,WGS 84- UTM 18 S,-
Los Lagos,Quemchi,Deslizamiento,Precipitaciones,25/07/2015,-73.471388,-42.14234,WGS 84- UTM 18 S,-
Los Lagos,Isla Acui,Deslizamiento,Precipitaciones,25/12/2016,-73.4351314,-42.92599874,WGS 84- UTM 18 S,-
Los Lagos,Guardiamo,Deslizamiento,Precipitaciones,06/05/2017,-73.4325187,-42.1859812,WGS 84- UTM 18 S,-
Los Lagos,Ruta Tenaun-Dalcahue,Deslizamiento,Precipitaciones,05/05/2017,-73.3780093,-42.31763731,WGS 84- UTM 18 S,-
Los Lagos,Quilacahuin,Deslizamiento,Precipitaciones,24/08/2017,-73.2370466,-40.35448129,WGS 84- UTM 18 S,-
Los Lagos,Ruta U-10,Deslizamiento,Precipitaciones,23/08/2017,-73.2244242,-40.3544503,WGS 84- UTM 18 S,-
Los Lagos,rutaU-40 en calle Bellavista,Deslizamiento,Precipitaciones,07/09/2013,-73.1657876,-40.56972624,WGS 84- UTM 18 S,-
Los Lagos,Escuela El Rosario,Deslizamiento,Precipitaciones,02/06/2014,-73.1400126,-41.75304996,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.139834,-41.753175,WGS 84- UTM 18 S,-
Los Lagos,Sector San Rafael,Deslizamiento,Precipitaciones,18/05/2008,-73.1365444,-41.76566589,WGS 84- UTM 18 S,-
Los Lagos,21 de mayo (Sur),Deslizamiento,Precipitaciones,02/06/2014,-73.1361071,-41.7658119,WGS 84- UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.136107,-41.765812,WGS 84- UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.136088,-41.765682,WGS 84- UTM 18 S,-
Los Lagos,Sector Punta blanca,Deslizamiento,Precipitaciones,18/05/2008,-73.1359945,-41.76928658,WGS 84- UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,02/06/2014,-73.135936,-41.765494,WGS 84- UTM 18 S,-
Los Lagos,21 de mayo (Norte),Deslizamiento,Precipitaciones,02/06/2014,-73.1359359,-41.7654939,WGS 84- UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.135737,-41.76878,WGS 84- UTM 18 S,-
Los Lagos,Arturo Prat,Deslizamiento,Precipitaciones,02/06/2014,-73.1329733,-41.76767939,WGS 84- UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,18/05/2008,-73.13225,-41.76732,WGS 84- UTM 18 S,-
Los Lagos,Sector Piedraplen,Deslizamiento,Precipitaciones,18/05/2008,-73.1317379,-41.76755122,WGS 84- UTM 18 S,-
Los Lagos,Punta Llahuecha,Flujo,Precipitaciones,02/06/2014,-73.1293963,-41.76326204,WGS 84- UTM 18 S,-
Los Lagos,Calbuco,Flujo,Precipitaciones,02/06/2014,-73.129334,-41.763259,WGS 84- UTM 18 S,-
Los Lagos,Calbuco,Deslizamiento,Precipitaciones,20/05/2008,-73.127704,-41.763513,WGS 84- UTM 18 S,-
Los Lagos,Punta Ahuecha,Deslizamiento,Precipitaciones,18/05/2008,-73.1275214,-41.76361877,WGS 84- UTM 18 S,-
Los Lagos,Los Notros.,Deslizamiento,Precipitaciones,15/06/2017,-73.1068652,-40.5680367,WGS 84- UTM 18 S,-
Los Lagos,Osorno,Deslizamiento,Precipitaciones,15/06/2017,-73.106728,-40.567863,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-73.048223,-41.526882,WGS 84- UTM 18 S,-
Los Lagos,Sector Cuesta Zúñiga-Panitao,Deslizamiento,Precipitaciones,02/06/2014,-73.0475499,-41.52702558,WGS 84- UTM 18 S,-
Los Lagos,Km 14 Sector Chinquihue,Deslizamiento,Precipitaciones,04/06/2014,-73.0444119,-41.52257693,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento. Flujo,Precipitaciones,29/11/2019,-73.042348,-41.538943,WGS 84- UTM 18 S,-
Los Lagos,Calle Vicente Perez Rosales nº 673 (Hotel Frutillar. Sector de Frutillar Bajo),Deslizamiento,Precipitaciones,02/06/2014,-73.0289703,-41.13793821,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Flujo,Precipitaciones,02/06/2014,-72.998681,-41.504476,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.99861,-41.504476,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.997916,-41.507228,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.997641,-41.507253,WGS 84- UTM 18 S,-
Los Lagos,Camino Chinquihue. sector Kochifaz,Deslizamiento,Precipitaciones,15/06/2017,-72.9975779,-41.50735089,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.997509,-41.507118,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.996731,-41.506841,WGS 84- UTM 18 S,-
Los Lagos,Camino Chinquihue. sector Kochifaz,Deslizamiento,Precipitaciones,15/06/2017,-72.9967309,-41.50684076,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento. Flujo,Precipitaciones,15/06/2017,-72.996333,-41.504938,WGS 84- UTM 18 S,-
Los Lagos,Camino Chinquihue. sector Kochifaz,Deslizamiento,Precipitaciones,15/06/2017,-72.9962019,-41.50495814,WGS 84- UTM 18 S,-
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,15/06/2017,-72.993949,-41.31285,WGS 84- UTM 18 S,-
Los Lagos,Los Alpes. Villa Los Presidentes,Deslizamiento,Precipitaciones,15/06/2017,-72.9931896,-41.33999867,WGS 84- UTM 18 S,-
Los Lagos,Camino chinquihue,Deslizamiento,Precipitaciones,15/04/1990,-72.9860383,-41.48999143,WGS 84- UTM 18 S,-
Los Lagos,Camino Chinquihue,Deslizamiento,Precipitaciones,20/08/1979,-72.9859966,-41.49326917,WGS 84- UTM 18 S,-
Los Lagos,Camino chinquihue,Deslizamiento,Precipitaciones,05/08/1989,-72.9854681,-41.48983733,WGS 84- UTM 18 S,-
Los Lagos,Sector La Quebrada,Deslizamiento,Precipitaciones,02/06/2014,-72.9830961,-41.32124073,WGS 84- UTM 18 S,-
Los Lagos,Anahuac,Deslizamiento,Precipitaciones,03/06/1997,-72.9817824,-41.48508917,WGS 84- UTM 18 S,-
Los Lagos,Colón con Bio Bio,Deslizamiento,Precipitaciones,15/06/2017,-72.9782807,-41.3258939,WGS 84- UTM 18 S,-
Los Lagos,Paseo Imperial,Deslizamiento,Precipitaciones,04/07/2017,-72.9782797,-41.3205167,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/06/2017,-72.978264,-41.495016,WGS 84- UTM 18 S,-
Los Lagos,Isla Tenglo,Deslizamiento,Precipitaciones,23/06/2017,-72.9782636,-41.49501586,WGS 84- UTM 18 S,-
Los Lagos,Paseo Imperial,Deslizamiento,Precipitaciones,13/11/2017,-72.9782067,-41.32056046,WGS 84- UTM 18 S,-
Los Lagos,Anahuac,Deslizamiento,Precipitaciones,13/04/1993,-72.9779383,-41.48429208,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,24/08/2017,-72.977928,-41.492335,WGS 84- UTM 18 S,-
Los Lagos,Anahuac,Deslizamiento,Precipitaciones,05/08/1989,-72.9770605,-41.48440273,WGS 84- UTM 18 S,-
Los Lagos,Isla Tenglo,Deslizamiento,Precipitaciones,11/07/2004,-72.9766313,-41.49126735,WGS 84- UTM 18 S,-
Los Lagos,Costanera Vicente Pérez Rosales,Deslizamiento,Precipitaciones,08/05/2013,-72.9765943,-41.32131572,WGS 84- UTM 18 S,-
Los Lagos,Isla Tenglo,Deslizamiento,Precipitaciones,10/07/2004,-72.9764044,-41.49124534,WGS 84- UTM 18 S,-
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,11/06/2020,-72.976312,-41.321554,WGS 84- UTM 18 S,-
Los Lagos,Anahuac,Deslizamiento,Precipitaciones,15/03/1992,-72.9757794,-41.4840019,WGS 84- UTM 18 S,-
Los Lagos,Anahuac,Deslizamiento,Precipitaciones,05/11/2004,-72.975695,-41.48440572,WGS 84- UTM 18 S,-
Los Lagos,Puerto Varas,Deslizamiento,Precipitaciones,09/06/2020,-72.974929,-41.334068,WGS 84- UTM 18 S,-
Los Lagos,Anahuac,Deslizamiento,Precipitaciones,09/03/1993,-72.9744572,-41.4856899,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,03/05/2020,-72.972939,-31.486438,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.970022,-41.481269,WGS 84- UTM 18 S,-
Los Lagos,Anahuac,Deslizamiento,Precipitaciones,07/04/1993,-72.9680675,-41.4850998,WGS 84- UTM 18 S,-
Los Lagos,Mirasol,Deslizamiento,Precipitaciones,16/10/2004,-72.9676257,-41.47164486,WGS 84- UTM 18 S,-
Los Lagos,Mirasol,Deslizamiento,Precipitaciones,14/03/1992,-72.9674668,-41.48094606,WGS 84- UTM 18 S,-
Los Lagos,Mirasol,Deslizamiento,Precipitaciones,27/05/1977,-72.9669146,-41.48136862,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/06/2014,-72.9667682,-41.480725,WGS 84- UTM 18 S,-
Los Lagos,Mirador,Deslizamiento,Precipitaciones,27/05/2001,-72.9630743,-41.47931916,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento. Flujo,Precipitaciones,31/06/2014,-72.963053,-41.480769,WGS 84- UTM 18 S,-
Los Lagos,Sierra Nevada con Los Andes (Ladera Angelmó),Deslizamiento,Precipitaciones,02/06/2014,-72.963019,-41.48108351,WGS 84- UTM 18 S,-
Los Lagos,Las Antenas,Deslizamiento,Precipitaciones,15/06/2017,-72.9629651,-41.46827491,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.962965,-41.468275,WGS 84- UTM 18 S,-
Los Lagos,Mirador,Deslizamiento,Precipitaciones,13/04/1993,-72.9629182,-41.48124385,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,08/04/1990,-72.9628651,-41.48179232,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,05/08/1989,-72.9627118,-41.4801864,WGS 84- UTM 18 S,-
Los Lagos,Las Antenas,Deslizamiento,Precipitaciones,23/05/2002,-72.9624489,-41.46946367,WGS 84- UTM 18 S,-
Los Lagos,Mirador,Deslizamiento,Precipitaciones,26/05/2002,-72.9622014,-41.47965496,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,23/05/2001,-72.9620991,-41.48062588,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,02/06/1993,-72.961436,-41.48076724,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,01/02/1997,-72.9611474,-41.48118544,WGS 84- UTM 18 S,-
Los Lagos,Crucero,Deslizamiento,Precipitaciones,01/08/1995,-72.9609709,-41.4761205,WGS 84- UTM 18 S,-
Los Lagos,Crucero,Deslizamiento,Precipitaciones,21/06/2004,-72.9605608,-41.47430286,WGS 84- UTM 18 S,-
Los Lagos,Angelmo,Deslizamiento,Precipitaciones,22/01/1997,-72.9601719,-41.48250114,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,18/02/1992,-72.960127,-41.48202299,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,04/06/1997,-72.9600312,-41.481643,WGS 84- UTM 18 S,-
Los Lagos,Crucero,Deslizamiento,Precipitaciones,20/12/1991,-72.9598737,-41.4740655,WGS 84- UTM 18 S,-
Los Lagos,Crucero,Deslizamiento,Precipitaciones,24/08/1979,-72.9597707,-41.47391056,WGS 84- UTM 18 S,-
Los Lagos,Crucero,Deslizamiento,Precipitaciones,23/08/1979,-72.959742,-41.47406317,WGS 84- UTM 18 S,-
Los Lagos,Bellavista,Deslizamiento,Precipitaciones,10/08/1979,-72.9590061,-41.4696548,WGS 84- UTM 18 S,-
Los Lagos,Angelmó,Deslizamiento,Precipitaciones,24/08/1979,-72.9589981,-41.48288561,WGS 84- UTM 18 S,-
Los Lagos,Población Ebensperger,Deslizamiento,Precipitaciones,20/07/2000,-72.9562393,-41.47615358,WGS 84- UTM 18 S,-
Los Lagos,Calle Ecuador. Barrio Puerto,Deslizamiento,Precipitaciones,22/04/2018,-72.9560385,-41.47682552,WGS 84- UTM 18 S,-
Los Lagos,Petorca,Deslizamiento,Precipitaciones,03/06/1997,-72.9534922,-41.46792656,WGS 84- UTM 18 S,-
Los Lagos,Petorca,Deslizamiento,Precipitaciones,29/07/1989,-72.9530544,-41.46890051,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizameinto,Precipitaciones,26/05/2020,-72.952967,-41.453398,WGS 84- UTM 18 S,-
Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,15/07/2001,-72.9528113,-41.46711284,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,19/04/2010,-72.952776,-41.466338,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,15/06/2017,-72.952756,-41.465925,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.952743,-41.468904,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,26/05/2002,-72.9525509,-41.46587427,WGS 84- UTM 18 S,-
Los Lagos,Población Modelo. Ladera Mac Iver,Deslizamiento,Precipitaciones,15/06/2017,-72.952511,-41.46599966,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,03/06/1977,-72.9524057,-41.46630401,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,20/04/1989,-72.9523508,-41.46690649,WGS 84- UTM 18 S,-
Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,07/05/1995,-72.9522528,-41.4669768,WGS 84- UTM 18 S,-
Los Lagos,Mac Iver con Pasaje Gabriela Mistral (Población Modelo),Deslizamiento,Precipitaciones,02/07/2013,-72.9522423,-41.46921029,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,02/07/2013,-72.952242,-41.46921,WGS 84- UTM 18 S,-
Los Lagos,Ladera Mac Iver (Población Modelo),Deslizamiento,Precipitaciones,02/06/2014,-72.9521073,-41.46779382,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,09/06/2014,-72.952107,-41.4678,WGS 84- UTM 18 S,-
Los Lagos,Pueblito de Melipulli,Deslizamiento,Precipitaciones,09/03/2001,-72.9520574,-41.47736714,WGS 84- UTM 18 S,-
Los Lagos,Terminal de buses,Deslizamiento,Precipitaciones,23/08/1989,-72.951938,-41.47583386,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,22/01/1997,-72.951652,-41.46475943,WGS 84- UTM 18 S,-
Los Lagos,Mc Iver. Población Modelo,Deslizamiento,Precipitaciones,19/04/2010,-72.9515648,-41.46791025,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,21/12/1991,-72.9515492,-41.46498277,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,20/09/2001,-72.9514831,-41.46480146,WGS 84- UTM 18 S,-
Los Lagos,Petorca,Deslizamiento,Precipitaciones,12/08/2002,-72.9508692,-41.46946504,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,18/05/1978,-72.9500852,-41.46470449,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizameinto,Precipitaciones,13/05/2020,-72.950048,-41.453355,WGS 84- UTM 18 S,-
Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,01/10/2002,-72.949738,-41.46964302,WGS 84- UTM 18 S,-
Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,25/07/1987,-72.9494068,-41.46951102,WGS 84- UTM 18 S,-
Los Lagos,Población Modelo,Deslizamiento,Precipitaciones,30/01/2001,-72.9480291,-41.46990977,WGS 84- UTM 18 S,-
Los Lagos,Población modelo,Deslizamiento,Precipitaciones,05/02/1993,-72.9455695,-41.46399342,WGS 84- UTM 18 S,-
Los Lagos,Santa Teresa,Deslizamiento,Precipitaciones,27/11/2017,-72.941491,-41.46309186,WGS 84- UTM 18 S,-
Los Lagos,Cuesta Santa Teresa,Deslizamiento,Precipitaciones,24/08/1984,-72.941199,-41.46399631,WGS 84- UTM 18 S,-
Los Lagos,Cuesta O'Higgins,Deslizamiento,Precipitaciones,03/04/2004,-72.9405975,-41.4693806,WGS 84- UTM 18 S,-
Los Lagos,Centro,Deslizamiento,Precipitaciones,29/08/2002,-72.9364895,-41.47053187,WGS 84- UTM 18 S,-
Los Lagos,Estero Lobo,Deslizamiento,Precipitaciones,29/08/2004,-72.9352327,-41.45881851,WGS 84- UTM 18 S,-
Los Lagos,Población Roa Urzúa,Deslizamiento,Precipitaciones,03/06/1997,-72.9335023,-41.47108168,WGS 84- UTM 18 S,-
Los Lagos,Ferrocarriles,Deslizamiento,Precipitaciones,03/06/1997,-72.9323173,-41.47369936,WGS 84- UTM 18 S,-
Los Lagos,Ferrocarriles,Deslizamiento,Precipitaciones,28/07/1997,-72.9315194,-41.4739372,WGS 84- UTM 18 S,-
Los Lagos,Población La Colina,Deslizamiento,Precipitaciones,22/04/1997,-72.9251083,-41.46618394,WGS 84- UTM 18 S,-
Los Lagos,La Colina,Deslizamiento,Precipitaciones,08/06/2004,-72.9238166,-41.46538605,WGS 84- UTM 18 S,-
Los Lagos,Población Lintz,Deslizamiento,Precipitaciones,01/07/2004,-72.9237381,-41.46597007,WGS 84- UTM 18 S,-
Los Lagos,Población Lintz,Deslizamiento,Precipitaciones,01/07/2004,-72.9230959,-41.46583238,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,02/06/1993,-72.9219789,-41.4738102,WGS 84- UTM 18 S,-
Los Lagos,Miramar,Deslizamiento,Precipitaciones,01/06/2004,-72.9205948,-41.47290251,WGS 84- UTM 18 S,-
Los Lagos,Miramar,Deslizamiento,Precipitaciones,02/07/1998,-72.9195704,-41.47273087,WGS 84- UTM 18 S,-
Los Lagos,Miramar,Deslizamiento,Precipitaciones,18/01/2018,-72.919378,-41.47275441,WGS 84- UTM 18 S,-
Los Lagos,Población Lintz,Deslizamiento,Precipitaciones,18/02/1992,-72.9180541,-41.46622756,WGS 84- UTM 18 S,-
Los Lagos,Población Lintz. Pasaje Las Gaviotas,Deslizamiento,Precipitaciones,04/05/2017,-72.9176376,-41.46764309,WGS 84- UTM 18 S,-
Los Lagos,Población Alerce,Deslizamiento,Precipitaciones,18/05/1985,-72.9171354,-41.46575158,WGS 84- UTM 18 S,-
Los Lagos,Población Alerce,Deslizamiento,Precipitaciones,08/04/1995,-72.9166218,-41.46608453,WGS 84- UTM 18 S,-
Los Lagos,Población Lintz,Deslizamiento,Precipitaciones,06/04/1995,-72.916039,-41.46708273,WGS 84- UTM 18 S,-
Los Lagos,Pichipelluco,Deslizamiento,Precipitaciones,18/08/1979,-72.9158813,-41.47760877,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,21/05/1994,-72.9113398,-41.48066971,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Flujo,Precipitaciones,18/02/1992,-72.9110387,-41.48109656,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,25/02/2002,-72.910398,-41.48165234,WGS 84- UTM 18 S,-
Los Lagos,Pichipelluco,Deslizamiento,Precipitaciones,10/07/1978,-72.9087771,-41.47507497,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,23/05/2002,-72.9085299,-41.48313151,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,09/07/1997,-72.90822,-41.4838284,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,07/07/1997,-72.9080916,-41.48372698,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,21/10/2004,-72.9079672,-41.48386883,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,26/10/2004,-72.9079617,-41.48403986,WGS 84- UTM 18 S,-
Los Lagos,Costanera,Deslizamiento,Precipitaciones,03/04/2004,-72.9078271,-41.48412748,WGS 84- UTM 18 S,-
Los Lagos,Chamiza,Deslizamiento,Precipitaciones,28/04/1997,-72.9023323,-41.4684457,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,17/01/2014,-72.8994,-41.484,WGS 84- UTM 18 S,-
Los Lagos,Pelluhuín,Deslizamiento,Precipitaciones,23/08/2017,-72.8873263,-41.49762293,WGS 84- UTM 18 S,-
Los Lagos,Pelluhuín,Deslizamiento,Precipitaciones,08/01/2017,-72.8862726,-41.49871138,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Caída de bloques,Precipitaciones,10/08/2020,-72.885524,-41.499133,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Caída de bloques,Precipitaciones,10/08/2020,-72.883165,-41.498482,WGS 84- UTM 18 S,-
Los Lagos,Pelluhuin,Deslizamiento,Precipitaciones,17/10/2013,-72.875655,-41.49587672,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.813239,-41.391671,WGS 84- UTM 18 S,-
Los Lagos,Km 12 carretera Austral (Sector La Piedra Azul),Deslizamiento,Precipitaciones,04/06/2014,-72.8129058,-41.49232234,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,04/06/2014,-72.811225,-41.493867,WGS 84- UTM 18 S,-
Los Lagos,Puerto Montt,Deslizamiento,Precipitaciones,23/05/2013,-72.808778,-41.497846,WGS 84- UTM 18 S,-
Los Lagos,Km 12 carretera Austral (Sector La Piedra Azul),Deslizamiento,Precipitaciones,23/05/2013,-72.808576,-41.49816627,WGS 84- UTM 18 S,-
Los Lagos,piedra azul,Deslizamiento,Precipitaciones,22/08/2017,-72.8078598,-41.49880109,WGS 84- UTM 18 S,-
Los Lagos,Río Pescado,Flujo,Precipitaciones,22/04/2015,-72.7205894,-41.30125299,WGS 84- UTM 18 S,-
Los Lagos,Río Pescado,Flujo,Precipitaciones,22/04/2015,-72.7188541,-41.30272274,WGS 84- UTM 18 S,-
Los Lagos,Caleta Buill,Deslizamiento,Precipitaciones,03/05/2002,-72.6985336,-42.43466017,WGS 84- UTM 18 S,-
Los Lagos,Río Pescado,Flujo,Precipitaciones,22/04/2015,-72.6934036,-41.3138431,WGS 84- UTM 18 S,-
Los Lagos,Chaiten,Flujo,Precipitaciones,03/05/2002,-72.683008,-42.432375,WGS 84- UTM 18 S,-
Los Lagos,Chaiten,Flujo,Precipitaciones,17/05/2015,-72.6698,-42.925202,WGS 84- UTM 18 S,-
Los Lagos,Santa Lucía,Flujo,Precipitaciones,17/05/2015,-72.653614,-42.913782,WGS 84- UTM 18 S,-
Los Lagos,Correntoso,Flujo,Precipitaciones,22/04/2015,-72.6500558,-41.42199183,WGS 84- UTM 18 S,-
Los Lagos,Caleta El Manzano,Deslizamiento,Precipitaciones,10/09/2007,-72.6481655,-42.00988014,WGS 84- UTM 18 S,-
Los Lagos,Correntoso,Flujo,Precipitaciones,22/04/2015,-72.6481069,-41.40404681,WGS 84- UTM 18 S,-
Los Lagos,Correntoso,Flujo,Precipitaciones,22/04/2015,-72.6479679,-41.42314703,WGS 84- UTM 18 S,-
Los Lagos,Chaiten,Flujo,Precipitaciones,17/05/2015,-72.646633,-42.906262,WGS 84- UTM 18 S,-
Los Lagos,Caleta La Arena,Deslizamiento,Precipitaciones,15/11/2014,-72.6423596,-41.69212649,WGS 84- UTM 18 S,-
Los Lagos,Río Blanco Sur,Flujo,Precipitaciones,22/04/2015,-72.6421051,-41.39105341,WGS 84- UTM 18 S,-
Los Lagos,Correntoso,Flujo,Precipitaciones,22/04/2015,-72.6419319,-41.41700699,WGS 84- UTM 18 S,-
Los Lagos,Río Blanco Sur,Flujo,Precipitaciones,22/04/2015,-72.6410816,-41.39058209,WGS 84- UTM 18 S,-
Los Lagos,Las Cascadas,Flujo,Precipitaciones,08/01/2017,-72.6323583,-41.0820444,WGS 84- UTM 18 S,-
Los Lagos,Huilaihué,Deslizamiento,Precipitaciones,10/09/2007,-72.627875,-41.98762,WGS 84- UTM 18 S,-
Los Lagos,Estero La Máquina,Flujo,Precipitaciones,17/05/2015,-72.6255823,-41.9885124,WGS 84- UTM 18 S,-
Los Lagos,Estero Queche,Flujo,Precipitaciones,17/05/2015,-72.6166738,-41.96715489,WGS 84- UTM 18 S,-
Los Lagos,Estero Queche,Deslizamiento,Precipitaciones,20/02/2017,-72.6166738,-41.96715489,WGS 84- UTM 18 S,-
Los Lagos,Estero Tronador,Flujo,Precipitaciones,17/05/2015,-72.608079,-41.98173666,WGS 84- UTM 18 S,-
Los Lagos,Estero Tronador,Deslizamiento,Precipitaciones,20/02/2017,-72.608079,-41.98173666,WGS 84- UTM 18 S,-
Los Lagos,El Abanico,Caída,Precipitaciones,22/07/2017,-72.5969314,-41.13528946,WGS 84- UTM 18 S,-
Los Lagos,Río del Este,Flujo,Precipitaciones,22/04/2015,-72.5786529,-41.39921891,WGS 84- UTM 18 S,-
Los Lagos,Río del Este,Flujo,Precipitaciones,22/04/2015,-72.5752247,-41.39104975,WGS 84- UTM 18 S,-
Los Lagos,Correntoso,Flujo,Precipitaciones,22/04/2015,-72.5741081,-41.40434694,WGS 84- UTM 18 S,-
Los Lagos,Lago Chapo,Flujo,Precipitaciones,02/06/2014,-72.5682899,-41.40029719,WGS 84- UTM 18 S,-
Los Lagos,Cochamó,Deslizamiento,Precipitaciones,04/10/2017,-72.5041941,-41.72558313,WGS 84- UTM 18 S,-
Los Lagos,Quiaca,Deslizamiento,Precipitaciones,07/07/2019,-72.490429,-42.166109,WGS 84- UTM 18 S,-
Los Lagos,Petrohué,Flujo,Precipitaciones,08/01/2017,-72.4652454,-41.18435369,WGS 84- UTM 18 S,-
Los Lagos,Los Patos,Flujo,Precipitaciones,27/04/2017,-72.4651613,-41.18436985,WGS 84- UTM 18 S,-
