Región,Comuna,Factor desencadenante,Longitud,Latitud,Sistema Georeferencia,Cota (m.s.n.m),PP,valor_humedad_suelo1,valor_humedad_suelo2,valor_humedad_suelo3,valor_humedad_suelo4,Fecha Evento,Tipo Remoción en masa,Unnamed: 0,Valor,slope
Los Lagos,Paseo Imperial,Precipitaciones,-72.7782067,-41.12056046,WGS 84- UTM 18 S,-,1.078390672802925,0.1231536865234375,0.1285552978515625,0.1263275146484375,0.1685333251953125,13/11/2017,Deslizamiento,261.0,1.0,0.0
Los Lagos,Puerto Montt,Precipitaciones,-72.777928,-41.292335,WGS 84- UTM 18 S,-,79.02894104644656,0.43829345703125,0.438812255859375,0.4387359619140625,0.4379119873046875,24/08/2017,Deslizamiento,263.0,1.0,29.605588153479612
Los Lagos,Isla Tenglo,Precipitaciones,-72.77663129999999,-41.29126735,WGS 84- UTM 18 S,-,48.99947355967015,0.4319000244140625,0.410430908203125,0.41448974609375,0.4327545166015625,11/07/2004,Deslizamiento,265.0,1.0,30.29990212835312
Los Lagos,Costanera Vicente Pérez Rosales,Precipitaciones,-72.7765943,-41.12131572,WGS 84- UTM 18 S,-,34.82846754824277,0.1231536865234375,0.1285552978515625,0.1263275146484375,0.1685333251953125,08/05/2013,Deslizamiento,266.0,1.0,0.0
Los Lagos,Isla Tenglo,Precipitaciones,-72.7764044,-41.29124534,WGS 84- UTM 18 S,-,0.5647420180030167,0.41314697265625,0.4224395751953125,0.4224090576171875,0.4331512451171875,10/07/2004,Deslizamiento,267.0,1.0,30.29990212835312
Los Lagos,Puerto Varas,Precipitaciones,-72.77631199999999,-41.121554,WGS 84- UTM 18 S,-,69.44703003577888,0.1231536865234375,0.1285552978515625,0.1263275146484375,0.1685333251953125,11/06/2020,Deslizamiento,268.0,1.0,0.0
Los Lagos,Anahuac,Precipitaciones,-72.775695,-41.28440572,WGS 84- UTM 18 S,-,0.0,0.385528564453125,0.3992462158203125,0.4052276611328125,0.4288482666015625,05/11/2004,Deslizamiento,270.0,1.0,30.29990212835312
Los Lagos,Puerto Varas,Precipitaciones,-72.774929,-41.134068,WGS 84- UTM 18 S,-,31.042150482535362,0.1231536865234375,0.1285552978515625,0.1263275146484375,0.1685333251953125,09/06/2020,Deslizamiento,271.0,1.0,0.0
Los Lagos,Puerto Montt,Precipitaciones,-72.772939,-31.286438,WGS 84- UTM 18 S,-,1.644698473624885,,,,,03/05/2020,Deslizamiento,273.0,1.0,
Los Lagos,Puerto Montt,Precipitaciones,-72.770022,-41.281269,WGS 84- UTM 18 S,-,149.7384032276459,0.43878173828125,0.43865966796875,0.4381866455078125,0.438385009765625,02/06/2014,Deslizamiento,274.0,1.0,30.29990212835312
Los Lagos,Mirasol,Precipitaciones,-72.7676257,-41.27164486,WGS 84- UTM 18 S,-,4.365949130617082,0.43804931640625,0.4381866455078125,0.4238739013671875,0.418609619140625,16/10/2004,Deslizamiento,276.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.7667682,-41.280725,WGS 84- UTM 18 S,-,149.7384032276459,0.43878173828125,0.43865966796875,0.4381866455078125,0.438385009765625,02/06/2014,Deslizamiento,279.0,1.0,33.38536623139465
Los Lagos,Mirador,Precipitaciones,-72.7630743,-41.27931916,WGS 84- UTM 18 S,-,307.70899931073654,0.438995361328125,0.438995361328125,0.438446044921875,0.4378509521484375,27/05/2001,Deslizamiento,280.0,1.0,33.38536623139465
Los Lagos,Sierra Nevada con Los Andes (Ladera Angelmó),Precipitaciones,-72.763019,-41.28108351,WGS 84- UTM 18 S,-,176.77706079510972,0.438140869140625,0.4373626708984375,0.437713623046875,0.437408447265625,02/06/2014,Deslizamiento,282.0,1.0,33.38536623139465
Los Lagos,Las Antenas,Precipitaciones,-72.7629651,-41.26827491,WGS 84- UTM 18 S,-,125.77260614931583,0.438995361328125,0.438995361328125,0.4389801025390625,0.4371185302734375,15/06/2017,Deslizamiento,283.0,1.0,33.38536623139465
Los Lagos,Las Antenas,Precipitaciones,-72.7624489,-41.26946367,WGS 84- UTM 18 S,-,94.57882988080382,0.438995361328125,0.438995361328125,0.43896484375,0.4346771240234375,23/05/2002,Deslizamiento,288.0,1.0,33.38536623139465
Los Lagos,Mirador,Precipitaciones,-72.7622014,-41.27965496,WGS 84- UTM 18 S,-,64.65370922349393,0.438995361328125,0.4389801025390625,0.4389495849609375,0.43896484375,26/05/2002,Deslizamiento,289.0,1.0,33.38536623139465
Los Lagos,Angelmó,Precipitaciones,-72.7620991,-41.28062588,WGS 84- UTM 18 S,-,24.320207468699664,0.438995361328125,0.43896484375,0.4388580322265625,0.4389190673828125,23/05/2001,Deslizamiento,290.0,1.0,33.38536623139465
Los Lagos,Crucero,Precipitaciones,-72.7605608,-41.27430286,WGS 84- UTM 18 S,-,50.11519859492546,0.438995361328125,0.432769775390625,0.410186767578125,0.43243408203125,21/06/2004,Deslizamiento,294.0,1.0,33.38536623139465
Los Lagos,Población Ebensperger,Precipitaciones,-72.75623929999999,-41.27615358,WGS 84- UTM 18 S,-,20.782232427038252,0.438995361328125,0.438995361328125,0.3844451904296875,0.4215545654296875,20/07/2000,Deslizamiento,303.0,1.0,33.38536623139465
Los Lagos,Calle Ecuador. Barrio Puerto,Precipitaciones,-72.7560385,-41.27682552,WGS 84- UTM 18 S,-,37.72580997645855,0.438995361328125,0.43890380859375,0.4203338623046875,0.427642822265625,22/04/2018,Deslizamiento,304.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.752967,-41.253398,WGS 84- UTM 18 S,-,0.005710633005946875,0.4257965087890625,0.40252685546875,0.4259185791015625,0.430633544921875,26/05/2020,Deslizameinto,307.0,1.0,37.623325638863065
Los Lagos,Población Modelo,Precipitaciones,-72.75281129999999,-41.26711284,WGS 84- UTM 18 S,-,147.94574224483222,0.438995361328125,0.438995361328125,0.4389801025390625,0.4385986328125,15/07/2001,Deslizamiento,308.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.752776,-41.266338,WGS 84- UTM 18 S,-,20.628397371940082,0.438934326171875,0.4388580322265625,0.4389190673828125,0.425384521484375,19/04/2010,Deslizamiento,309.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.75275599999999,-41.265925,WGS 84- UTM 18 S,-,125.77260614931583,0.438995361328125,0.438995361328125,0.4389801025390625,0.4371185302734375,15/06/2017,Deslizamiento,310.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.752743,-41.268904,WGS 84- UTM 18 S,-,205.48008535802364,0.4389495849609375,0.4389495849609375,0.4389495849609375,0.4389190673828125,02/07/2013,Deslizamiento,311.0,1.0,33.38536623139465
Los Lagos,Población modelo,Precipitaciones,-72.7525509,-41.26587427,WGS 84- UTM 18 S,-,64.65370922349393,0.438995361328125,0.4389801025390625,0.4389495849609375,0.43896484375,26/05/2002,Deslizamiento,312.0,1.0,33.38536623139465
Los Lagos,Población Modelo. Ladera Mac Iver,Precipitaciones,-72.752511,-41.26599966,WGS 84- UTM 18 S,-,125.77260614931583,0.438995361328125,0.438995361328125,0.4389801025390625,0.4371185302734375,15/06/2017,Deslizamiento,313.0,1.0,33.38536623139465
Los Lagos,Mac Iver con Pasaje Gabriela Mistral (Población Modelo),Precipitaciones,-72.75224229999999,-41.26921029,WGS 84- UTM 18 S,-,205.48008535802364,0.4389495849609375,0.4389495849609375,0.4389495849609375,0.4389190673828125,02/07/2013,Deslizamiento,317.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.752242,-41.26921,WGS 84- UTM 18 S,-,205.48008535802364,0.4389495849609375,0.4389495849609375,0.4389495849609375,0.4389190673828125,02/07/2013,Deslizamiento,318.0,1.0,33.38536623139465
Los Lagos,Ladera Mac Iver (Población Modelo),Precipitaciones,-72.75210729999999,-41.26779382,WGS 84- UTM 18 S,-,176.77706079510972,0.438140869140625,0.4373626708984375,0.437713623046875,0.437408447265625,02/06/2014,Deslizamiento,319.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.752107,-41.2678,WGS 84- UTM 18 S,-,11.872643792070448,0.43896484375,0.438934326171875,0.43878173828125,0.438873291015625,09/06/2014,Deslizamiento,320.0,1.0,33.38536623139465
Los Lagos,Pueblito de Melipulli,Precipitaciones,-72.7520574,-41.27736714,WGS 84- UTM 18 S,-,136.3650297166314,0.438995361328125,0.438873291015625,0.4389801025390625,0.4176788330078125,09/03/2001,Deslizamiento,321.0,1.0,33.38536623139465
Los Lagos,Mc Iver. Población Modelo,Precipitaciones,-72.7515648,-41.26791025,WGS 84- UTM 18 S,-,20.628397371940082,0.438934326171875,0.4388580322265625,0.4389190673828125,0.425384521484375,19/04/2010,Deslizamiento,324.0,1.0,33.38536623139465
Los Lagos,Población modelo,Precipitaciones,-72.7514831,-41.26480146,WGS 84- UTM 18 S,-,0.8763670958578587,0.438995361328125,0.4384613037109375,0.36492919921875,0.4191436767578125,20/09/2001,Deslizamiento,326.0,1.0,33.38536623139465
Los Lagos,Petorca,Precipitaciones,-72.7508692,-41.26946504,WGS 84- UTM 18 S,-,5.515373753383756,0.4388885498046875,0.4290771484375,0.4282684326171875,0.4345550537109375,12/08/2002,Deslizamiento,327.0,1.0,33.38536623139465
Los Lagos,Puerto Montt,Precipitaciones,-72.75004799999999,-41.253355,WGS 84- UTM 18 S,-,1.113960255482123,0.4371490478515625,0.428497314453125,0.3975372314453125,0.4357147216796875,13/05/2020,Deslizameinto,329.0,1.0,37.623325638863065
Los Lagos,Población Modelo,Precipitaciones,-72.749738,-41.26964302,WGS 84- UTM 18 S,-,124.88782164768782,0.438995361328125,0.4389495849609375,0.43896484375,0.4344024658203125,01/10/2002,Deslizamiento,330.0,1.0,33.38536623139465
Los Lagos,Población Modelo,Precipitaciones,-72.7480291,-41.26990977,WGS 84- UTM 18 S,-,108.9564482018468,0.438995361328125,0.438995361328125,0.3843231201171875,0.4150543212890625,30/01/2001,Deslizamiento,332.0,1.0,33.9926090627725
Los Lagos,Santa Teresa,Precipitaciones,-72.741491,-41.26309186,WGS 84- UTM 18 S,-,0.0,0.3153076171875,0.332305908203125,0.3583831787109375,0.416839599609375,27/11/2017,Deslizamiento,334.0,1.0,34.0986277967362
Los Lagos,Cuesta O'Higgins,Precipitaciones,-72.74059749999999,-41.2693806,WGS 84- UTM 18 S,-,41.41247094515711,0.438995361328125,0.438995361328125,0.438995361328125,0.391815185546875,03/04/2004,Deslizamiento,336.0,1.0,33.9926090627725
Los Lagos,Centro,Precipitaciones,-72.73648949999999,-41.27053187,WGS 84- UTM 18 S,-,0.2637499086558819,0.41632080078125,0.428924560546875,0.425750732421875,0.4335174560546875,29/08/2002,Deslizamiento,337.0,1.0,33.9926090627725
Los Lagos,Estero Lobo,Precipitaciones,-72.7352327,-41.25881851,WGS 84- UTM 18 S,-,28.169987335801125,0.438079833984375,0.4375,0.437591552734375,0.427947998046875,29/08/2004,Deslizamiento,338.0,1.0,34.75038575926595
Los Lagos,La Colina,Precipitaciones,-72.72381659999999,-41.26538605,WGS 84- UTM 18 S,-,6.547665868205086,0.438995361328125,0.4389495849609375,0.438446044921875,0.411468505859375,08/06/2004,Deslizamiento,343.0,1.0,31.39684372728626
Los Lagos,Población Lintz,Precipitaciones,-72.72373809999999,-41.26597007,WGS 84- UTM 18 S,-,143.67424488812685,0.438995361328125,0.438995361328125,0.43896484375,0.4389801025390625,01/07/2004,Deslizamiento,344.0,1.0,31.91249491902379
Los Lagos,Población Lintz,Precipitaciones,-72.7230959,-41.26583238,WGS 84- UTM 18 S,-,143.67424488812685,0.438995361328125,0.438995361328125,0.43896484375,0.4389801025390625,01/07/2004,Deslizamiento,345.0,1.0,31.39684372728626
Los Lagos,Miramar,Precipitaciones,-72.7205948,-41.27290251,WGS 84- UTM 18 S,-,0.0,0.4066314697265625,0.3779144287109375,0.3239288330078125,0.406494140625,01/06/2004,Deslizamiento,347.0,1.0,34.971607787671736
Los Lagos,Miramar,Precipitaciones,-72.71937799999999,-41.27275441,WGS 84- UTM 18 S,-,0.10660016909241676,0.2849578857421875,0.294036865234375,0.342254638671875,0.4210662841796875,18/01/2018,Deslizamiento,349.0,1.0,34.85363924179628
Los Lagos,Población Lintz. Pasaje Las Gaviotas,Precipitaciones,-72.7176376,-41.26764309,WGS 84- UTM 18 S,-,48.1921298392117,0.438995361328125,0.4389801025390625,0.4389801025390625,0.435791015625,04/05/2017,Deslizamiento,351.0,1.0,31.39684372728626
Los Lagos,Costanera,Precipitaciones,-72.710398,-41.28165234,WGS 84- UTM 18 S,-,143.250541776438,0.438751220703125,0.3927459716796875,0.23516845703125,0.367431640625,25/02/2002,Deslizamiento,358.0,1.0,38.69128428639499
Los Lagos,Costanera,Precipitaciones,-72.7085299,-41.28313151,WGS 84- UTM 18 S,-,94.57882988080382,0.438995361328125,0.438995361328125,0.43896484375,0.4346771240234375,23/05/2002,Deslizamiento,360.0,1.0,34.971607787671736
Los Lagos,Costanera,Precipitaciones,-72.7079672,-41.28386883,WGS 84- UTM 18 S,-,130.81793737140833,0.438995361328125,0.438995361328125,0.4334564208984375,0.42596435546875,21/10/2004,Deslizamiento,363.0,1.0,34.971607787671736
Los Lagos,Costanera,Precipitaciones,-72.7079617,-41.28403986,WGS 84- UTM 18 S,-,1.1613229625800159,0.43408203125,0.4323577880859375,0.43328857421875,0.4373321533203125,26/10/2004,Deslizamiento,364.0,1.0,34.971607787671736
Los Lagos,Costanera,Precipitaciones,-72.7078271,-41.28412748,WGS 84- UTM 18 S,-,41.41247094515711,0.438995361328125,0.438995361328125,0.438995361328125,0.391815185546875,03/04/2004,Deslizamiento,365.0,1.0,34.971607787671736
Los Lagos,Pelluhuín,Precipitaciones,-72.6873263,-41.29762293,WGS 84- UTM 18 S,-,26.408423795364797,0.438812255859375,0.438934326171875,0.425811767578125,0.43310546875,23/08/2017,Deslizamiento,368.0,1.0,21.957956757382856
Los Lagos,Pelluhuín,Precipitaciones,-72.6862726,-41.29871138,WGS 84- UTM 18 S,-,98.10102225281298,0.4389495849609375,0.438812255859375,0.43896484375,0.42364501953125,08/01/2017,Deslizamiento,369.0,1.0,24.980352529056116
Los Lagos,Puerto Montt,Precipitaciones,-72.685524,-41.299133,WGS 84- UTM 18 S,-,0.019735146313905716,0.43798828125,0.4355316162109375,0.4376220703125,0.434661865234375,10/08/2020,Caída de bloques,370.0,1.0,25.68588174578736
Los Lagos,Puerto Montt,Precipitaciones,-72.683165,-41.298482,WGS 84- UTM 18 S,-,0.019735146313905716,0.43798828125,0.4355316162109375,0.4376220703125,0.434661865234375,10/08/2020,Caída de bloques,371.0,1.0,26.569404009058324
Los Lagos,Pelluhuin,Precipitaciones,-72.67565499999999,-41.29587672,WGS 84- UTM 18 S,-,0.0,0.379486083984375,0.393798828125,0.367706298828125,0.408050537109375,17/10/2013,Deslizamiento,372.0,1.0,42.92593079256972
Los Lagos,Puerto Montt,Precipitaciones,-72.613239,-41.191671,WGS 84- UTM 18 S,-,5.182407393120229,0.3082427978515625,0.30841064453125,0.2971649169921875,0.3134765625,04/06/2014,Deslizamiento,373.0,1.0,0
Los Lagos,Km 12 carretera Austral (Sector La Piedra Azul),Precipitaciones,-72.6129058,-41.29232234,WGS 84- UTM 18 S,-,5.135400311555713,0.434417724609375,0.427764892578125,0.4309844970703125,0.4373626708984375,04/06/2014,Deslizamiento,374.0,1.0,62.61901661138922
Los Lagos,Puerto Montt,Precipitaciones,-72.61122499999999,-41.293867,WGS 84- UTM 18 S,-,5.135400311555713,0.434417724609375,0.427764892578125,0.4309844970703125,0.4373626708984375,04/06/2014,Deslizamiento,375.0,1.0,62.61901661138922
Los Lagos,Puerto Montt,Precipitaciones,-72.608778,-41.297846,WGS 84- UTM 18 S,-,7.495947617688216,0.438995361328125,0.4384765625,0.4152374267578125,0.426300048828125,23/05/2013,Deslizamiento,376.0,1.0,62.61901661138922
Los Lagos,Km 12 carretera Austral (Sector La Piedra Azul),Precipitaciones,-72.608576,-41.29816627,WGS 84- UTM 18 S,-,7.495947617688216,0.438995361328125,0.4384765625,0.4152374267578125,0.426300048828125,23/05/2013,Deslizamiento,377.0,1.0,62.330641109142064
Los Lagos,piedra azul,Precipitaciones,-72.6078598,-41.29880109,WGS 84- UTM 18 S,-,131.829749699682,0.4380645751953125,0.438018798828125,0.4150848388671875,0.4344024658203125,22/08/2017,Deslizamiento,378.0,1.0,62.330641109142064
Los Lagos,Río Pescado,Precipitaciones,-72.52058939999999,-41.10125299,WGS 84- UTM 18 S,-,17.80356639623642,0.383941650390625,0.40185546875,0.4105072021484375,0.3620758056640625,22/04/2015,Flujo,379.0,1.0,55.459970055974196
Los Lagos,Río Pescado,Precipitaciones,-72.5188541,-41.10272274,WGS 84- UTM 18 S,-,17.80356639623642,0.383941650390625,0.40185546875,0.4105072021484375,0.3620758056640625,22/04/2015,Flujo,380.0,1.0,58.42244161827337
Los Lagos,Caleta Buill,Precipitaciones,-72.4985336,-42.23466017,WGS 84- UTM 18 S,-,136.42807887867093,,,,,03/05/2002,Deslizamiento,381.0,1.0,0
Los Lagos,Río Pescado,Precipitaciones,-72.4934036,-41.1138431,WGS 84- UTM 18 S,-,7.458843410015106,0.385894775390625,0.399200439453125,0.4238739013671875,0.3827362060546875,22/04/2015,Flujo,382.0,1.0,66.68764577431749
Los Lagos,Chaiten,Precipitaciones,-72.483008,-42.232375,WGS 84- UTM 18 S,-,115.67265295237303,0.422027587890625,0.4220733642578125,0.4199066162109375,0.4151763916015625,03/05/2002,Flujo,383.0,1.0,0
Los Lagos,Chaiten,Precipitaciones,-72.46979999999999,-42.725202,WGS 84- UTM 18 S,-,110.82282140851021,0.4374542236328125,0.437530517578125,0.4381866455078125,0.4381866455078125,17/05/2015,Flujo,384.0,1.0,58.78189177715067
Los Lagos,Santa Lucía,Precipitaciones,-72.453614,-42.713782,WGS 84- UTM 18 S,-,110.82282140851021,0.4374542236328125,0.437530517578125,0.4381866455078125,0.4381866455078125,17/05/2015,Flujo,385.0,1.0,66.70515159846063
Los Lagos,Correntoso,Precipitaciones,-72.4500558,-41.22199183,WGS 84- UTM 18 S,-,46.859778881073,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,386.0,1.0,65.79360821741633
Los Lagos,Caleta El Manzano,Precipitaciones,-72.4481655,-41.80988014,WGS 84- UTM 18 S,-,2.1911901044659317,0.4380950927734375,0.4381103515625,0.4255523681640625,0.436553955078125,10/09/2007,Deslizamiento,387.0,1.0,60.517944689732964
Los Lagos,Correntoso,Precipitaciones,-72.4481069,-41.20404681,WGS 84- UTM 18 S,-,46.859778881073,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,388.0,1.0,71.31097804153424
Los Lagos,Correntoso,Precipitaciones,-72.4479679,-41.22314703,WGS 84- UTM 18 S,-,46.859778881073,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,389.0,1.0,65.79360821741633
Los Lagos,Chaiten,Precipitaciones,-72.44663299999999,-42.706262,WGS 84- UTM 18 S,-,110.82282140851021,0.4374542236328125,0.437530517578125,0.4381866455078125,0.4381866455078125,17/05/2015,Flujo,390.0,1.0,71.25101049312417
Los Lagos,Caleta La Arena,Precipitaciones,-72.4423596,-41.49212649,WGS 84- UTM 18 S,-,3.069484233856201,0.3332366943359375,0.3529815673828125,0.3809967041015625,0.4270782470703125,15/11/2014,Deslizamiento,391.0,1.0,69.07075307440302
Los Lagos,Río Blanco Sur,Precipitaciones,-72.44210509999999,-41.19105341,WGS 84- UTM 18 S,-,46.859778881073,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,392.0,1.0,71.31097804153424
Los Lagos,Correntoso,Precipitaciones,-72.4419319,-41.21700699,WGS 84- UTM 18 S,-,46.859778881073,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,393.0,1.0,69.09686734295286
Los Lagos,Río Blanco Sur,Precipitaciones,-72.4410816,-41.19058209,WGS 84- UTM 18 S,-,46.859778881073,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,394.0,1.0,71.31097804153424
Los Lagos,Las Cascadas,Precipitaciones,-72.4323583,-40.8820444,WGS 84- UTM 18 S,-,158.2884586385917,0.38519287109375,0.3991851806640625,0.3975677490234375,0.414337158203125,08/01/2017,Flujo,395.0,1.0,28.875779944364314
Los Lagos,Huilaihué,Precipitaciones,-72.427875,-41.78762,WGS 84- UTM 18 S,-,2.1911901044659317,0.4380950927734375,0.4381103515625,0.4255523681640625,0.436553955078125,10/09/2007,Deslizamiento,396.0,1.0,75.26534459412402
Los Lagos,Estero La Máquina,Precipitaciones,-72.4255823,-41.7885124,WGS 84- UTM 18 S,-,190.63545522734057,0.438995361328125,0.4368743896484375,0.43890380859375,0.4292755126953125,17/05/2015,Flujo,397.0,1.0,75.26534459412402
Los Lagos,Estero Queche,Precipitaciones,-72.4166738,-41.76715489,WGS 84- UTM 18 S,-,188.4745351355523,0.436492919921875,0.4369354248046875,0.4386749267578125,0.421875,17/05/2015,Flujo,398.0,1.0,70.87054796787153
Los Lagos,Estero Queche,Precipitaciones,-72.4166738,-41.76715489,WGS 84- UTM 18 S,-,5.987559139728546,0.438995361328125,0.438995361328125,0.425140380859375,0.40240478515625,20/02/2017,Deslizamiento,399.0,1.0,70.87054796787153
Los Lagos,Estero Tronador,Precipitaciones,-72.408079,-41.78173666,WGS 84- UTM 18 S,-,190.63545522734057,0.438995361328125,0.4368743896484375,0.43890380859375,0.4292755126953125,17/05/2015,Flujo,400.0,1.0,68.63930996370208
Los Lagos,Estero Tronador,Precipitaciones,-72.408079,-41.78173666,WGS 84- UTM 18 S,-,6.706583678722382,0.438995361328125,0.4388427734375,0.4349365234375,0.4070892333984375,20/02/2017,Deslizamiento,401.0,1.0,68.63930996370208
Los Lagos,El Abanico,Precipitaciones,-72.3969314,-40.93528946,WGS 84- UTM 18 S,-,45.286721017211676,0.38519287109375,0.3991851806640625,0.3958892822265625,0.41705322265625,22/07/2017,Caída,402.0,1.0,62.98995683510737
Los Lagos,Río del Este,Precipitaciones,-72.37865289999999,-41.19921891,WGS 84- UTM 18 S,-,8.234250009059906,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,403.0,1.0,63.97699829948943
Los Lagos,Río del Este,Precipitaciones,-72.3752247,-41.19104975,WGS 84- UTM 18 S,-,8.234250009059906,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,404.0,1.0,65.512350053108
Los Lagos,Correntoso,Precipitaciones,-72.3741081,-41.20434694,WGS 84- UTM 18 S,-,8.234250009059906,0.3850555419921875,0.3974609375,0.4227447509765625,0.37054443359375,22/04/2015,Flujo,405.0,1.0,73.46985134190858
Los Lagos,Lago Chapo,Precipitaciones,-72.3682899,-41.20029719,WGS 84- UTM 18 S,-,134.13720590621233,0.4387664794921875,0.438751220703125,0.4381103515625,0.4361419677734375,02/06/2014,Flujo,406.0,1.0,73.46985134190858
Los Lagos,Cochamó,Precipitaciones,-72.3041941,-41.52558313,WGS 84- UTM 18 S,-,126.06974788755178,0.438751220703125,0.4377593994140625,0.4365081787109375,0.4386138916015625,04/10/2017,Deslizamiento,407.0,1.0,49.32274594780351
Los Lagos,Quiaca,Precipitaciones,-72.290429,-41.966109,WGS 84- UTM 18 S,-,7.394461600575596,0.382354736328125,0.369476318359375,0.376678466796875,0.4261932373046875,07/07/2019,Deslizamiento,408.0,1.0,72.65918665110323
Los Lagos,Petrohué,Precipitaciones,-72.2652454,-40.98435369,WGS 84- UTM 18 S,-,134.47822431102395,0.438995361328125,0.438568115234375,0.438568115234375,0.42730712890625,08/01/2017,Flujo,409.0,1.0,72.71105684697567
Los Lagos,Los Patos,Precipitaciones,-72.2651613,-40.98436985,WGS 84- UTM 18 S,-,95.22869475465268,0.4389801025390625,0.4385986328125,0.438690185546875,0.4166717529296875,27/04/2017,Flujo,410.0,1.0,72.71105684697567
Los Lagos,Los Patos,Precipitaciones,-72.2651553,-40.9842166,WGS 84- UTM 18 S,-,117.1688986569643,0.438995361328125,0.438629150390625,0.438934326171875,0.435272216796875,10/04/2018,Flujo,411.0,1.0,72.71105684697567
Los Lagos,Petrohué,Precipitaciones,-72.2646516,-40.98244018,WGS 84- UTM 18 S,-,134.47822431102395,0.438995361328125,0.438568115234375,0.438568115234375,0.42730712890625,08/01/2017,Flujo,412.0,1.0,72.71105684697567
Los Lagos,Petrohué. Los Patos,Precipitaciones,-72.2646516,-40.98244018,WGS 84- UTM 18 S,-,14.907277703285217,0.438995361328125,0.438995361328125,0.397705078125,0.396514892578125,20/02/2017,Flujo,413.0,1.0,72.71105684697567
Los Lagos,Petrohué - El Solitario,Precipitaciones,-72.261966,-40.98036348,WGS 84- UTM 18 S,-,134.47822431102395,0.438995361328125,0.438568115234375,0.438568115234375,0.42730712890625,08/01/2017,Flujo,414.0,1.0,72.71105684697567
Los Lagos,Petrohué. El solitario,Precipitaciones,-72.261966,-40.98036348,WGS 84- UTM 18 S,-,14.907277703285217,0.438995361328125,0.438995361328125,0.397705078125,0.396514892578125,20/02/2017,Flujo,415.0,1.0,72.71105684697567
Los Lagos,Hornopiren,Precipitaciones,-72.254859,-41.937246,WGS 84- UTM 18 S,-,543.396798777394,0.438995361328125,0.438995361328125,0.438995361328125,0.4213714599609375,01/05/2019,Deslizamiento,416.0,1.0,78.2136368039671
Los Lagos,Puerto Varas,Precipitaciones,-72.250398,-40.916828,WGS 84- UTM 18 S,-,240.60683613549918,0.392578125,0.40118408203125,0.3935394287109375,0.4026641845703125,02/07/2013,Flujo,417.0,1.0,68.0926411755853
Los Lagos,Hornopiren,Precipitaciones,-72.248739,-41.91019,WGS 84- UTM 18 S,-,543.396798777394,0.438995361328125,0.438995361328125,0.438995361328125,0.4213714599609375,01/05/2019,Flujo,418.0,1.0,65.59690134765533
Los Lagos,Lago Yelcho,Precipitaciones,-72.2466414,-43.01450401,WGS 84- UTM 18 S,-,48.31484632298816,0.4368896484375,0.43487548828125,0.4094696044921875,0.4243011474609375,14/05/2018,Caída,419.0,1.0,83.08751418785931
Los Lagos,La Ventana,Precipitaciones,-72.2307014,-40.94912792,WGS 84- UTM 18 S,-,83.84151624701917,0.392822265625,0.401275634765625,0.38958740234375,0.3910675048828125,27/04/2017,Flujo,420.0,1.0,64.52607938657793
Los Lagos,Petrohué. La Ventana,Precipitaciones,-72.2305411,-40.94896222,WGS 84- UTM 18 S,-,200.99197537265718,0.392486572265625,0.4013671875,0.39605712890625,0.3951568603515625,08/01/2017,Flujo,421.0,1.0,64.52607938657793
Los Lagos,Villa Santa Lucía,Precipitaciones,-72.2251173,-43.16295775,WGS 84- UTM 18 S,-,51.43501910055056,0.438995361328125,0.43817138671875,0.4268798828125,0.4251556396484375,16/12/2017,Deslizamiento,422.0,1.0,76.90707184199916
Los Lagos,Santa Lucía,Precipitaciones,-72.225117,-43.162958,WGS 84- UTM 18 S,-,51.43501910055056,0.438995361328125,0.43817138671875,0.4268798828125,0.4251556396484375,16/12/2017,Deslizamiento. Flujo,423.0,1.0,76.90707184199916
Los Lagos,El Gringo. La Monja,Precipitaciones,-72.2213542,-40.9462259,WGS 84- UTM 18 S,-,62.88473963737488,0.3937225341796875,0.392608642578125,0.387786865234375,0.3746185302734375,04/10/2017,Flujo,424.0,1.0,64.52607938657793
